	sample_NEB_Lib_41_fastq	sample_NEB_Lib_42_fastq	sample_NEB_Lib_43_fastq	sample_NEB_Lib_44_fastq	sample_NEB_Lib_45_fastq	sample_NEB_Lib_46_fastq	sample_NEB_Lib_47_fastq	sample_NEB_Lib_48_fastq	sample_NEB_Lib_49_fastq	sample_NEB_Lib_50_fastq	sample_NEB_Lib_51_fastq	sample_NEB_Lib_52_fastq	sample_NEB_Lib_53_fastq	sample_NEB_Lib_54_fastq	sample_NEB_Lib_55_fastq	sample_NEB_Lib_56_fastq	sample_NEB_Lib_57_fastq	sample_NEB_Lib_58_fastq	sample_NEB_Lib_59_fastq	sample_NEB_Lib_60_fastq	sample_NEB_Lib_61_fastq	sample_NEB_Lib_62_fastq	sample_NEB_Lib_63_fastq	sample_NEB_Lib_64_fastq	sample_NEB_Lib_65_fastq	sample_NEB_Lib_66_fastq	sample_NEB_Lib_67_fastq	sample_NEB_Lib_68_fastq	sample_NEB_Lib_69_fastq	sample_NEB_Lib_70_fastq	sample_NEB_Lib_71_fastq	sample_NEB_Lib_72_fastq	sample_NEB_Lib_73_fastq	sample_NEB_Lib_74_fastq	sample_NEB_Lib_75_fastq	sample_NEB_Lib_76_fastq	sample_NEB_Lib_77_fastq	sample_NEB_Lib_78_fastq	sample_NEB_Lib_79_fastq	sample_NEB_Lib_80_fastq	sample_NEB_Lib_81_fastq	sample_NEB_Lib_82_fastq	sample_NEB_Lib_83_fastq	sample_NEB_Lib_84_fastq	sample_NEB_Lib_85_fastq	sample_NEB_Lib_86_fastq	sample_NEB_Lib_87_fastq	sample_NEB_Lib_88_fastq
hsa_piR_016658|gb|DQ592931|Homo_sapiens:6:80508363:80508389:Plus	696.766357260821	1075.263412185	1403.11630912374	889.347825467899	536.275561625237	286.992120257874	119.538015160024	831.115564155227	694.479679334314	797.335706991329	299.035235118907	346.954423556253	208.775486940005	221.230168987968	441.689851183285	638.387055474783	370.469634838639	174.594234159599	267.162680269727	123.092072870507	868.511208588143	602.262310433327	263.137821372356	462.852000125199	260.464307242917	281.54075786601	524.63147966361	288.293983880725	147.26263161033	121.749992823679	510.823812707889	289.960612404996	211.533015271333	320.44993494911	541.885301657916	704.111987545179	357.402690997467	1244.15252540557	440.045702992311	1988.36742338789	370.006130676757	1976.64178559205	595.580693164197	337.941498592079	400.201036442067	1031.7642367211	715.975924151549	644.451050197743
hsa_piR_019825|gb|DQ597218|Homo_sapiens:1:227740227:227740256:Plus	266.180406144583	111.621597167561	91.8055844456691	84.3347075874732	209.420359399678	228.166357317523	22.4873493865392	220.572574181447	204.538535694353	201.462046962222	46.4584282132219	49.5649176508933	65.3223916192652	183.317306532386	135.468356639666	51.7374124629288	138.514383825958	83.9820366843639	20.1755008242668	72.4071016885336	67.878166923573	122.863254069591	102.664528302068	177.508780038752	114.112457001646	137.046294834248	125.928458268027	136.748111028971	166.837419043196	226.67275086685	113.842258886361	105.85863627484	150.316972746879	103.68812400027	122.580876138056	100.555924309615	148.183398824521	51.4063700609301	166.754161133928	95.4081864405201	168.761625697168	141.806742886589	101.605297420511	160.804364996638	100.798998187116	175.814274196096	99.5626978274157	95.9654711553541
hsa_piR_019420|gb|DQ596670|Homo_sapiens:2:101255914:101255940:Minus	146.566067414231	90.7757094846128	69.1685910207096	22.5622724195058	76.9612155334102	99.4979924409241	84.6234463756606	75.3405785066597	43.6031762139124	50.7911357834334	884.67316822924	183.239998588151	147.295588945402	124.07845894554	225.255523249678	228.872282251261	134.873830558943	144.284927687046	317.601432330394	300.489472007414	154.601215769324	186.763764460395	155.436014812477	169.791006993589	65.0785891441716	183.522864386733	172.412117360252	125.308706499303	171.65582825744	72.7530444921986	143.435914006704	108.415608165536	161.2095070039	110.39209753477	105.847613681115	82.0324645683703	157.975253372396	92.8358459324033	125.923409745168	63.6688096764427	235.594216404675	151.180408941804	256.366138566561	91.0230699438887	65.8890387406958	123.61941154413	78.7950185259916	77.2405011738216
hsa_piR_020365|gb|DQ597975|Homo_sapiens:11:108979133:108979162:Plus	82.3952848335692	45.24001156725	125.00650813561	116.754283491229	170.173205661525	84.8088737797292	73.9715440346684	60.414614840246	151.421939215587	140.739683511637	54.9649009846569	94.6239336971599	126.802289613868	79.7031767532114	88.5269958505727	53.4912230548925	116.150985185722	100.083855747907	39.7001790412993	53.098541238258	48.4844049454093	107.469040202716	44.13615235416	114.051535000744	81.8730637620223	82.2277769005491	78.1770630187418	69.0562218396494	81.912956642147	178.665639875399	108.510068774588	58.2989591078827	120.689279567784	57.6541723967018	74.3268169599009	113.786966981933	84.8627394149236	49.8844709472841	83.3770805669642	102.440263927172	60.4853614224365	108.638386075828	45.5997681835041	33.3995942132817	92.6564607291034	283.866796879114	110.557351575228	107.928646421333
hsa_piR_016659|gb|DQ592932|Homo_sapiens:14:22388242:22388267:Plus	69.4327867522756	94.4717888610221	122.365525569364	87.4014242270176	78.1876890877275	43.6516262101547	11.2436746932696	63.9684157132016	60.7801850254537	69.8023430319811	76.2310829132444	41.304098042411	24.3357929561969	42.8673842537542	67.1040929401138	78.921476638366	52.181263493884	35.992301436156	21.8025573423529	25.3424855909868	85.4423287151175	84.6681762678152	42.9368003880143	58.9552107616627	63.129230483171	34.8574271643632	58.5271525843013	40.4052361827736	24.3931966471099	24.7459335007478	62.1200148021598	36.3090008478919	36.8167657887284	46.4808831725348	48.8377776359558	66.8167654952048	42.7577648590577	96.471493815002	44.0903491887033	182.073790059797	44.803971424027	288.18014359495	57.3973826263293	30.188094769697	46.796192287426	179.705996411374	73.6030987006355	53.3141506418634
hsa_piR_001042|gb|DQ571335|Homo_sapiens:11:93104320:93104349:Minus	48.7697947613027	45.24001156725	26.661347811619	10.7335082384057	46.6059950640572	111.969885643825	29.5886176138674	113.484707876384	22.4622422920155	36.6036676875023	428.595358868456	49.5649176508933	40.9865986630684	51.699357893975	52.6121292065681	119.259120253531	65.529958806273	44.8325158239838	128.21205362518	89.9054845965959	57.9983259158292	53.1536063705323	126.171826838523	57.025767500372	13.7954612932345	22.04657786464	35.496612397699	46.8071047727714	135.517759150611	56.420728381705	71.9845665089405	61.3673253767187	93.2400932400932	37.5422517932012	70.0462149360322	52.0421011777833	58.7511272872548	35.6800792199219	57.3002981674198	18.2453902356373	111.263195703	61.5297053880794	50.9020668094929	70.4694735049461	49.9783333629709	27.9288300155257	56.805711030366	51.2335984216931
hsa_piR_004153|gb|DQ575660|Homo_sapiens:3:156861576:156861607:Plus	36.962370766461	29.2729486611618	25.6552592149541	23.109900390853	40.9335548753397	83.8388376417257	1.77531705683204	62.5468953640194	56.1556057300387	109.10162965771	12.2689511126466	30.7903276316155	28.1782865808595	39.205346402931	64.1111873864468	15.1266163556868	99.1617366063178	43.0960451406604	10.4131617157506	67.8816578330003	22.8700023327402	66.5146221795186	64.7650061718652	92.1845113727817	48.8839171912441	94.1448460165707	64.6545440100946	70.4205544899768	50.5932967495614	130.905988218956	40.5246448494776	70.3167269941568	46.6200466200466	56.0899119053184	54.8695350332253	54.4677923343749	62.1782763790114	23.7585361630285	42.7178869571483	60.2477990072607	53.7647657088324	69.4612689732615	34.4649410689275	45.3280207180252	31.7278183708748	153.608565085391	55.7876875351982	49.2830807152835
hsa_piR_012753|gb|DQ587269|Homo_sapiens:2:232029453:232029478:Minus	36.4490045058157	31.9341258121765	16.3489396958041	9.85730348425011	45.0729031211606	107.812587909525	10.0601299887149	94.2941831624232	25.6333823803	23.8349464011643	293.146138584837	43.5570488447244	23.054961747976	59.4542615780712	51.6670011369891	73.6600448624749	59.6357297072961	42.9381841694492	75.495422439192	75.4240642588892	57.8153658971673	42.9876160810863	87.7925639218617	64.3147753763593	7.4975333115405	34.5595004364627	27.4676167363147	56.042587328834	93.9589796777568	38.1087375911516	54.654948645677	54.7191984609075	113.718057643291	25.4750994311008	68.4896323818982	37.9289889939777	47.6536921329956	26.5486845380461	49.4086403359788	20.526064015092	74.6732857067117	58.1647996246688	35.7905157254247	66.2486456648061	54.4707678225638	23.350333291669	60.6742003120038	44.2117346786184
hsa_piR_008488|gb|DQ581533|Homo_sapiens:12:117916274:117916302:Plus	24.1282142503287	29.8643213613873	24.9006927674554	9.85730348425011	37.7140617952568	65.4081510196604	22.4873493865392	29.6150072746304	17.7055321595887	24.1186957630829	61.5083415780685	47.3119668485799	69.1648852439279	80.9956607005608	36.8599947135837	56.121938942838	164.344976053827	92.5065291297693	65.0822607234414	371.086396153735	28.175842873936	117.925487357574	107.46193616665	88.7543900193759	53.9822398430916	50.0516902872907	175.792747112414	28.7559343222856	24.6943472230002	17.3221534505235	25.5945125365122	23.0127470162695	48.7985534714507	31.7321413966343	26.8510490588124	44.5445103301366	40.7993939494825	19.446488674365	45.2912536413139	45.6134755890933	36.9632764248223	30.0438014590231	107.106432244975	29.3622806270609	38.7472472139887	18.3139868954267	47.2362901757882	32.5086284401606
hsa_piR_020009|gb|DQ597484|Homo_sapiens:7:145325417:145325443:Plus	20.7913335561343	44.057266166799	23.1400377232919	23.6575283622003	19.0103400919181	33.812688238977	11.2436746932696	47.8578517558027	13.4773453752093	15.038716181687	76.2310829132444	32.2922948331577	14.0891432904298	13.3556674559435	33.7095678149868	46.0375280390468	27.0441099835412	11.3659899272071	16.2705651808603	10.86106525328	24.6996025193595	44.1494435427372	40.7779668489522	11.5766595677447	9.29694130631022	7.74609492541404	26.6224592982742	9.86517454852134	14.4552276427318	15.8373974404786	27.1941695700442	17.8988032348763	13.0710411084243	7.59783667243357	28.0184859744129	29.990363390587	33.2923054627777	27.7323838486596	18.8713556838808	22.4266254979709	26.5090164258827	19.468383345447	36.8509754506225	35.4182510063922	30.5111173714017	15.109039188727	24.2289591849948	33.2888355227244
hsa_piR_020828|gb|DQ598675|Homo_sapiens:2:149355860:149355890:Minus	15.1443046890361	12.1231403546226	10.8154524141473	8.10489397593898	12.8779723203316	29.3782373223898	2.95886176138674	22.5074055287191	4.75671013242681	7.6612327718028	37.6247834121164	6.00786880616888	0	7.32407570164645	10.3964087653698	20.1688218075824	24.6170744721978	6.94588273329326	3.90493564340648	4.82714011256891	22.3211222767545	28.1743159450363	39.3387444895774	11.5766595677447	2.69911199215458	5.36268110220972	20.2837785129708	14.9027104881918	27.1035518301222	7.42378005022435	10.6643802235467	14.8304369660403	20.477964403198	8.04476824140025	25.2944665046783	10.5848341378542	28.3963781888398	9.30049458339195	25.7336668416556	5.89174059692455	19.0416878552115	13.4596230536424	25.185918473447	25.32496704084	15.5363358394254	5.494196068628	11.4018631458799	18.7249699815325
hsa_piR_020814|gb|DQ598650|Homo_sapiens:22:38039828:38039859:Minus	11.4223992993577	6.80078605259314	1.13184967124797	1.75240950831113	5.67244018871749	13.7190825231915	13.0189917501016	11.4906228225566	2.51048590322526	4.11436574782002	52.6746967769629	7.5098360077111	1.28083120822089	7.97031767532114	4.41059765803565	14.4689373837004	19.4162840907476	5.05155107875873	34.8190094870411	28.6611444183779	15.0942015396086	15.975127597701	20.6288538177052	10.7191292293932	2.84906265838539	4.76682764640864	7.81770630187418	7.2414579132763	9.63681842848788	5.44410537016452	7.19845665089405	8.43800723929882	5.66411781365052	6.25704196553353	9.3394953248043	4.85138231318319	7.83348363830064	4.9038971439703	12.6952756418834	3.421010669182	9.52084392760574	8.29208920269039	32.8742514811308	13.2130262821774	5.98991261279052	1.83139868954267	5.90453627197353	7.80207082563854
hsa_piR_000805|gb|DQ571003|Homo_sapiens:1:212438966:212438997:Plus	11.2940577341964	8.27921780315687	10.8154524141473	8.10489397593898	16.2507745947041	9.42320819774769	2.95886176138674	14.4521235500196	5.28523348047423	7.94498213372143	26.5009344033167	6.00786880616888	19.2124681233133	20.67974315759	19.5326467713007	19.2919165116006	11.0950194804272	12.6288776968968	9.11151650128179	13.2746353095645	10.7946411010534	29.9170571375127	14.3922235937478	8.57530338351458	14.3952639581578	8.34194838121512	18.5934636368899	12.5938398491762	7.8299149731464	11.383129410344	10.3977707179581	7.15952129395051	5.22841644336971	10.7263576552003	6.2263302165362	7.05655609190282	9.7918545478758	7.60949556822978	14.0677378734384	22.6166816462588	11.2009928560068	10.335067701904	16.7022406718649	6.23948463325043	4.6796192287426	5.95204574101367	12.6234913400813	8.84234693572368
